population,border_color,name,set_or_source,collector_number,scryfall_id,card_pk,matched_printing,census,image_url,image_w,image_h,aspect_ratio,bleed_class,prod_layout_class,placement,avg_r,avg_g,avg_b,brightness,saturation,mean_std_r,uniform,classifier_verdict,left_r,left_g,left_b,left_brightness,left_saturation,left_std_r,left_n_px,right_r,right_g,right_b,right_brightness,right_saturation,right_std_r,right_n_px,top_r,top_g,top_b,top_brightness,top_saturation,top_std_r,top_n_px,bottom_r,bottom_g,bottom_b,bottom_brightness,bottom_saturation,bottom_std_r,bottom_n_px
catalogue,white,"Teferi, Time Raveler (MB2)",Jetstiker,,,127114,"Teferi, Time Raveler [mb2 91]",full,https://cdn.proxyprints.ca/images/google_drive/full/1jR2VvONLDE3X0C6tpXgj8GZ6-MGlSL-m.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,raw,89.51,91.43,92.1,91.01,2.59,35.88,False,borderless,78.11,87.87,92.22,86.07,14.11,37.18,9072,108.73,97.16,85.71,97.2,23.02,33.99,8424,143.95,153.53,163.32,153.6,19.37,59.78,6664,27.24,27.19,27.13,27.19,0.1,12.55,6664
catalogue,white,"Teferi, Time Raveler (MB2)",Jetstiker,,,127114,"Teferi, Time Raveler [mb2 91]",full,https://cdn.proxyprints.ca/images/google_drive/full/1jR2VvONLDE3X0C6tpXgj8GZ6-MGlSL-m.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,production,89.51,91.43,92.1,91.01,2.59,35.88,False,borderless,78.11,87.87,92.22,86.07,14.11,37.18,9072,108.73,97.16,85.71,97.2,23.02,33.99,8424,143.95,153.53,163.32,153.6,19.37,59.78,6664,27.24,27.19,27.13,27.19,0.1,12.55,6664
catalogue,white,"Teferi, Time Raveler (MB2)",Jetstiker,,,127114,"Teferi, Time Raveler [mb2 91]",full,https://cdn.proxyprints.ca/images/google_drive/full/1jR2VvONLDE3X0C6tpXgj8GZ6-MGlSL-m.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,cardspace,94.93,101.15,103.03,99.7,8.1,59.69,False,borderless,92.16,107.44,113.35,104.32,21.19,47.16,7852,102.32,93.87,86.55,94.24,15.77,42.61,7852,134.68,153.55,163.15,150.46,28.47,88.8,5629,50.55,49.73,49.06,49.78,1.49,60.17,5629
catalogue,white,Salt Marsh [8ED],KuroRiot Basics,,,202548,Salt Marsh [8ed 325],full,https://cdn.proxyprints.ca/images/google_drive/full/1jqvayBukZxz5BgmgmTEFAHeMP_XcD8km.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,raw,70.69,62.55,46.56,59.93,24.13,34.61,False,borderless,52.13,45.33,34.95,44.14,17.19,59.41,9072,131.7,118.8,87.06,112.52,44.64,71.41,8424,98.92,86.06,64.23,83.07,34.68,7.63,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Salt Marsh [8ED],KuroRiot Basics,,,202548,Salt Marsh [8ed 325],full,https://cdn.proxyprints.ca/images/google_drive/full/1jqvayBukZxz5BgmgmTEFAHeMP_XcD8km.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,production,70.69,62.55,46.56,59.93,24.13,34.61,False,borderless,52.13,45.33,34.95,44.14,17.19,59.41,9072,131.7,118.8,87.06,112.52,44.64,71.41,8424,98.92,86.06,64.23,83.07,34.68,7.63,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Salt Marsh [8ED],KuroRiot Basics,,,202548,Salt Marsh [8ed 325],full,https://cdn.proxyprints.ca/images/google_drive/full/1jqvayBukZxz5BgmgmTEFAHeMP_XcD8km.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,cardspace,88.33,79.55,62.28,76.72,26.05,49.27,False,borderless,62.69,56.41,44.3,54.47,18.39,65.04,7852,174.24,160.44,124.52,153.07,49.72,52.58,7852,98.29,83.23,62.18,81.24,36.11,18.89,5629,18.11,18.11,18.11,18.11,0.0,60.58,5629
catalogue,white,Brain Freeze (Normal) [MB2],PsilosX,,,223671,Brain Freeze [mb2 24],full,https://cdn.proxyprints.ca/images/google_drive/full/1l77qRWDOSzqmlqROuzmxZsu0cVsR24mZ.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,raw,255,255,255,255.0,0,0.0,True,white,255,255,255,255.0,0,0.0,9072,255,255,255,255.0,0,0.0,8424,255,255,255,255.0,0,0.0,6664,255,255,255,255.0,0,0.0,6664
catalogue,white,Brain Freeze (Normal) [MB2],PsilosX,,,223671,Brain Freeze [mb2 24],full,https://cdn.proxyprints.ca/images/google_drive/full/1l77qRWDOSzqmlqROuzmxZsu0cVsR24mZ.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,production,255,255,255,255.0,0,0.0,True,white,255,255,255,255.0,0,0.0,9072,255,255,255,255.0,0,0.0,8424,255,255,255,255.0,0,0.0,6664,255,255,255,255.0,0,0.0,6664
catalogue,white,Brain Freeze (Normal) [MB2],PsilosX,,,223671,Brain Freeze [mb2 24],full,https://cdn.proxyprints.ca/images/google_drive/full/1l77qRWDOSzqmlqROuzmxZsu0cVsR24mZ.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,cardspace,155.47,202.07,225.49,194.34,70.01,78.61,False,borderless,121.92,185.97,218.52,175.47,96.6,84.48,7852,109.98,181.21,217.61,169.6,107.63,76.17,7852,155.03,206.16,230.85,197.35,75.82,91.9,5629,234.96,234.96,234.96,234.96,0.0,61.89,5629
catalogue,white,"Borrowing 100,000 Arrows [PTK]",Polymath,,,193465,"Borrowing 100,000 Arrows [ptk 35]",full,https://cdn.proxyprints.ca/images/google_drive/full/1lpyljKgjHu7SN1rjqZeHs39E2W1SP31i.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,raw,48.46,59.23,67.1,58.26,18.64,24.41,False,borderless,44.88,51.55,58.28,51.57,13.4,23.01,9072,48.36,51.01,56.3,51.89,7.94,34.19,8424,100.6,134.36,153.81,129.59,53.21,40.46,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,"Borrowing 100,000 Arrows [PTK]",Polymath,,,193465,"Borrowing 100,000 Arrows [ptk 35]",full,https://cdn.proxyprints.ca/images/google_drive/full/1lpyljKgjHu7SN1rjqZeHs39E2W1SP31i.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,production,48.46,59.23,67.1,58.26,18.64,24.41,False,borderless,44.88,51.55,58.28,51.57,13.4,23.01,9072,48.36,51.01,56.3,51.89,7.94,34.19,8424,100.6,134.36,153.81,129.59,53.21,40.46,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,"Borrowing 100,000 Arrows [PTK]",Polymath,,,193465,"Borrowing 100,000 Arrows [ptk 35]",full,https://cdn.proxyprints.ca/images/google_drive/full/1lpyljKgjHu7SN1rjqZeHs39E2W1SP31i.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,cardspace,58.43,69.45,80.12,69.34,21.69,32.94,False,borderless,60.78,59.41,65.53,61.91,6.12,26.2,7852,56.68,66.03,77.82,66.84,21.14,13.75,7852,103.77,139.85,164.63,136.08,60.86,42.19,5629,12.51,12.51,12.51,12.51,0.0,49.59,5629
catalogue,white,Ravages of War [PTK],PsilosX,,,229025,Ravages of War [ptk 17],full,https://cdn.proxyprints.ca/images/google_drive/full/1m2UE5bO9KEhhyo_rVDXhReu91oa7uFM9.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,raw,78.52,81.31,84.37,81.4,5.86,43.84,False,borderless,97.13,106.69,107.56,103.79,10.43,64.41,9072,90.41,90.07,93.88,91.45,3.81,60.19,8424,126.54,128.49,136.06,130.37,9.52,50.74,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Ravages of War [PTK],PsilosX,,,229025,Ravages of War [ptk 17],full,https://cdn.proxyprints.ca/images/google_drive/full/1m2UE5bO9KEhhyo_rVDXhReu91oa7uFM9.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,production,78.52,81.31,84.37,81.4,5.86,43.84,False,borderless,97.13,106.69,107.56,103.79,10.43,64.41,9072,90.41,90.07,93.88,91.45,3.81,60.19,8424,126.54,128.49,136.06,130.37,9.52,50.74,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Ravages of War [PTK],PsilosX,,,229025,Ravages of War [ptk 17],full,https://cdn.proxyprints.ca/images/google_drive/full/1m2UE5bO9KEhhyo_rVDXhReu91oa7uFM9.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,cardspace,91.39,90.3,90.25,90.64,1.15,57.49,False,borderless,123.08,122.56,115.99,120.55,7.09,60.4,7852,102.12,98.22,98.49,99.61,3.9,55.86,7852,122.57,122.61,128.71,124.63,6.13,53.4,5629,17.79,17.79,17.79,17.79,0.0,60.3,5629
catalogue,white,Serra's Blessing [9ED],Caalyx,,,207432,Serra's Blessing [9ed 44],full,https://cdn.proxyprints.ca/images/google_drive/full/1mWbDo1DjTU0kOILr6IG2vDKrXcuAJtmW.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,raw,122.31,111.8,103.04,112.39,19.27,43.53,False,borderless,99.78,90.82,95.64,95.41,8.96,72.08,9072,160.92,149.88,95.12,135.31,65.8,87.95,8424,228.56,206.49,221.41,218.82,22.07,14.11,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Serra's Blessing [9ED],Caalyx,,,207432,Serra's Blessing [9ed 44],full,https://cdn.proxyprints.ca/images/google_drive/full/1mWbDo1DjTU0kOILr6IG2vDKrXcuAJtmW.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,production,122.31,111.8,103.04,112.39,19.27,43.53,False,borderless,99.78,90.82,95.64,95.41,8.96,72.08,9072,160.92,149.88,95.12,135.31,65.8,87.95,8424,228.56,206.49,221.41,218.82,22.07,14.11,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Serra's Blessing [9ED],Caalyx,,,207432,Serra's Blessing [9ed 44],full,https://cdn.proxyprints.ca/images/google_drive/full/1mWbDo1DjTU0kOILr6IG2vDKrXcuAJtmW.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,cardspace,135.05,128.08,117.78,126.97,17.27,51.06,False,borderless,113.11,110.17,115.98,113.09,5.82,72.7,7852,180.29,173.14,115.25,156.23,65.04,59.4,7852,231.02,213.25,224.11,222.79,17.77,14.72,5629,15.79,15.79,15.79,15.79,0.0,57.42,5629
catalogue,white,"Hua Tuo, Honored Physician [PTK] (Gao Jianzhang, DALLE)",Polymath,,,193948,"Hua Tuo, Honored Physician [ptk 137]",full,https://cdn.proxyprints.ca/images/google_drive/full/1nBABIKtr0Y1J42sphjfFGMGWWZtexJfW.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,raw,27.08,15.79,2.32,15.06,24.76,10.63,True,black,22.52,14.09,0.63,12.41,21.89,11.24,9072,27.18,13.9,0.28,13.79,26.9,17.0,8424,58.61,35.16,8.35,34.04,50.26,14.27,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,"Hua Tuo, Honored Physician [PTK] (Gao Jianzhang, DALLE)",Polymath,,,193948,"Hua Tuo, Honored Physician [ptk 137]",full,https://cdn.proxyprints.ca/images/google_drive/full/1nBABIKtr0Y1J42sphjfFGMGWWZtexJfW.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,production,27.08,15.79,2.32,15.06,24.76,10.63,True,black,22.52,14.09,0.63,12.41,21.89,11.24,9072,27.18,13.9,0.28,13.79,26.9,17.0,8424,58.61,35.16,8.35,34.04,50.26,14.27,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,"Hua Tuo, Honored Physician [PTK] (Gao Jianzhang, DALLE)",Polymath,,,193948,"Hua Tuo, Honored Physician [ptk 137]",full,https://cdn.proxyprints.ca/images/google_drive/full/1nBABIKtr0Y1J42sphjfFGMGWWZtexJfW.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,cardspace,44.36,33.06,15.06,30.83,29.31,27.37,False,borderless,46.12,24.79,3.55,24.82,42.58,13.16,7852,50.44,24.85,5.75,27.01,44.69,18.24,7852,65.6,67.31,35.63,56.18,31.68,23.59,5629,15.3,15.3,15.3,15.3,0.0,54.5,5629
catalogue,white,Wildfire [7ED],PsilosX,,,230252,Wildfire [7ed 228],full,https://cdn.proxyprints.ca/images/google_drive/full/1nSmoAxFq5zhAvd5-3QHYd1PBjMAWs-OT.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,raw,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Wildfire [7ED],PsilosX,,,230252,Wildfire [7ed 228],full,https://cdn.proxyprints.ca/images/google_drive/full/1nSmoAxFq5zhAvd5-3QHYd1PBjMAWs-OT.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,production,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Wildfire [7ED],PsilosX,,,230252,Wildfire [7ed 228],full,https://cdn.proxyprints.ca/images/google_drive/full/1nSmoAxFq5zhAvd5-3QHYd1PBjMAWs-OT.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,cardspace,32.18,20.65,18.15,23.66,14.03,45.74,False,borderless,18.62,8.77,7.15,11.51,11.48,28.54,7852,73.97,48.71,41.93,54.87,32.04,80.02,7852,27.23,20.06,19.04,22.11,8.19,60.28,5629,8.89,5.06,4.48,6.14,4.41,14.12,5629
catalogue,white,Grim Tutor (Mark Tedin) [S99],PsilosX,,,227359,Grim Tutor [s99 79],full,https://cdn.proxyprints.ca/images/google_drive/full/1oXQmCPjuUK_4w_EjugbsCKGIjLVzgM1S.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,raw,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Grim Tutor (Mark Tedin) [S99],PsilosX,,,227359,Grim Tutor [s99 79],full,https://cdn.proxyprints.ca/images/google_drive/full/1oXQmCPjuUK_4w_EjugbsCKGIjLVzgM1S.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,production,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Grim Tutor (Mark Tedin) [S99],PsilosX,,,227359,Grim Tutor [s99 79],full,https://cdn.proxyprints.ca/images/google_drive/full/1oXQmCPjuUK_4w_EjugbsCKGIjLVzgM1S.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,cardspace,13.19,13.67,13.64,13.5,0.48,20.78,False,borderless,9.06,9.73,9.83,9.54,0.77,12.42,7852,26.15,26.87,26.89,26.63,0.74,32.44,7852,11.55,11.92,11.75,11.74,0.37,27.3,5629,6.0,6.15,6.08,6.08,0.15,10.96,5629
catalogue,white,Icatian Store [5ED],KuroRiot Basics,,,202451,Icatian Store [5ed 419],full,https://cdn.proxyprints.ca/images/google_drive/full/1qjhL1hIfRrUZjGd2-xQOI1qERxdy6EkT.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,raw,85.77,94.81,92.56,91.05,9.04,33.56,False,borderless,75.28,75.06,67.89,72.75,7.39,51.73,9072,101.94,117.04,117.4,112.13,15.45,65.15,8424,165.86,187.16,184.95,179.32,21.3,17.38,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Icatian Store [5ED],KuroRiot Basics,,,202451,Icatian Store [5ed 419],full,https://cdn.proxyprints.ca/images/google_drive/full/1qjhL1hIfRrUZjGd2-xQOI1qERxdy6EkT.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,production,85.77,94.81,92.56,91.05,9.04,33.56,False,borderless,75.28,75.06,67.89,72.75,7.39,51.73,9072,101.94,117.04,117.4,112.13,15.45,65.15,8424,165.86,187.16,184.95,179.32,21.3,17.38,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Icatian Store [5ED],KuroRiot Basics,,,202451,Icatian Store [5ed 419],full,https://cdn.proxyprints.ca/images/google_drive/full/1qjhL1hIfRrUZjGd2-xQOI1qERxdy6EkT.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,cardspace,94.56,103.95,102.35,100.29,9.39,42.88,False,borderless,84.31,83.95,76.89,81.72,7.41,44.24,7852,109.28,125.4,127.7,120.79,18.43,51.62,7852,166.02,187.83,186.18,180.01,21.8,13.98,5629,18.63,18.63,18.63,18.63,0.0,61.7,5629
catalogue,white,Dwarven Hold [5ED],KuroRiot Basics,,,202464,Dwarven Hold [5ed 414],full,https://cdn.proxyprints.ca/images/google_drive/full/1rOmK44DJTVimZCWVDHRDhBkDhNzpstj3.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,raw,47.49,52.76,66.71,55.65,19.22,23.78,False,borderless,60.68,64.28,84.38,69.78,23.7,33.46,9072,50.4,59.81,75.56,61.92,25.15,29.78,8424,78.87,86.97,106.91,90.91,28.04,31.9,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Dwarven Hold [5ED],KuroRiot Basics,,,202464,Dwarven Hold [5ed 414],full,https://cdn.proxyprints.ca/images/google_drive/full/1rOmK44DJTVimZCWVDHRDhBkDhNzpstj3.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,production,47.49,52.76,66.71,55.65,19.22,23.78,False,borderless,60.68,64.28,84.38,69.78,23.7,33.46,9072,50.4,59.81,75.56,61.92,25.15,29.78,8424,78.87,86.97,106.91,90.91,28.04,31.9,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Dwarven Hold [5ED],KuroRiot Basics,,,202464,Dwarven Hold [5ed 414],full,https://cdn.proxyprints.ca/images/google_drive/full/1rOmK44DJTVimZCWVDHRDhBkDhNzpstj3.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,cardspace,62.77,68.64,81.53,70.98,18.77,39.84,False,borderless,88.5,95.54,115.87,99.97,27.37,32.32,7852,63.49,72.35,88.39,74.75,24.9,33.1,7852,80.44,88.04,103.25,90.58,22.81,32.23,5629,18.63,18.63,18.63,18.63,0.0,61.69,5629
catalogue,white,Imperial Recruiter (Mitsuaki Sagiri) [PTK],PsilosX,,,228141,Imperial Recruiter [ptk 113],full,https://cdn.proxyprints.ca/images/google_drive/full/1ryUpC5tz5kjACTM7NUwLTL8vUy3c9Zwe.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,raw,77.37,55.4,45.59,59.46,31.77,41.26,False,borderless,117.06,100.99,89.64,102.56,27.43,62.05,9072,99.01,68.74,54.15,73.96,44.85,68.88,8424,93.41,51.89,38.59,61.3,54.82,34.12,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Imperial Recruiter (Mitsuaki Sagiri) [PTK],PsilosX,,,228141,Imperial Recruiter [ptk 113],full,https://cdn.proxyprints.ca/images/google_drive/full/1ryUpC5tz5kjACTM7NUwLTL8vUy3c9Zwe.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,production,77.37,55.4,45.59,59.46,31.77,41.26,False,borderless,117.06,100.99,89.64,102.56,27.43,62.05,9072,99.01,68.74,54.15,73.96,44.85,68.88,8424,93.41,51.89,38.59,61.3,54.82,34.12,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Imperial Recruiter (Mitsuaki Sagiri) [PTK],PsilosX,,,228141,Imperial Recruiter [ptk 113],full,https://cdn.proxyprints.ca/images/google_drive/full/1ryUpC5tz5kjACTM7NUwLTL8vUy3c9Zwe.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,cardspace,87.35,69.26,57.6,71.4,29.76,52.64,False,borderless,127.66,103.01,89.47,106.71,38.2,38.07,7852,114.87,88.73,71.96,91.85,42.91,60.95,7852,86.6,65.03,48.67,66.77,37.92,47.42,5629,20.28,20.29,20.28,20.28,0.0,64.11,5629
catalogue,white,Mountain (Japanese Basic) [5ED],PsilosX Basics,,,228526,Mountain [5ed 443],full,https://cdn.proxyprints.ca/images/google_drive/full/1sPh1hNCB-sgczpDN08ZVh9eIP72J45pP.jpg?jpgQuality=100&dpi=250,678,925,0.73297,bleed,,raw,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6650,0,0,0,0.0,0,0.0,6650
catalogue,white,Mountain (Japanese Basic) [5ED],PsilosX Basics,,,228526,Mountain [5ed 443],full,https://cdn.proxyprints.ca/images/google_drive/full/1sPh1hNCB-sgczpDN08ZVh9eIP72J45pP.jpg?jpgQuality=100&dpi=250,678,925,0.73297,bleed,,production,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6650,0,0,0,0.0,0,0.0,6650
catalogue,white,Mountain (Japanese Basic) [5ED],PsilosX Basics,,,228526,Mountain [5ed 443],full,https://cdn.proxyprints.ca/images/google_drive/full/1sPh1hNCB-sgczpDN08ZVh9eIP72J45pP.jpg?jpgQuality=100&dpi=250,678,925,0.73297,bleed,,cardspace,7.73,36.85,66.55,37.04,58.82,18.0,True,black,15.82,51.53,71.36,46.24,55.54,19.59,7248,6.63,47.33,70.98,41.64,64.34,11.02,7248,1.4,41.45,116.78,53.21,115.39,2.98,5603,7.07,7.07,7.07,7.07,0.0,38.4,5603
catalogue,white,Three Visits (Qu Xin) [PTK],PsilosX,,,227810,Three Visits [ptk 153],full,https://cdn.proxyprints.ca/images/google_drive/full/1sWOvpaprGJ8NniOCAbLQns-2z2ThX-_f.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,raw,78.45,81.52,73.11,77.69,8.41,35.05,False,borderless,111.42,93.72,79.09,94.74,32.33,63.8,9072,100.9,100.52,82.74,94.72,18.16,66.25,8424,101.49,131.83,130.61,121.31,30.34,10.14,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Three Visits (Qu Xin) [PTK],PsilosX,,,227810,Three Visits [ptk 153],full,https://cdn.proxyprints.ca/images/google_drive/full/1sWOvpaprGJ8NniOCAbLQns-2z2ThX-_f.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,production,78.45,81.52,73.11,77.69,8.41,35.05,False,borderless,111.42,93.72,79.09,94.74,32.33,63.8,9072,100.9,100.52,82.74,94.72,18.16,66.25,8424,101.49,131.83,130.61,121.31,30.34,10.14,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Three Visits (Qu Xin) [PTK],PsilosX,,,227810,Three Visits [ptk 153],full,https://cdn.proxyprints.ca/images/google_drive/full/1sWOvpaprGJ8NniOCAbLQns-2z2ThX-_f.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,cardspace,80.9,84.09,74.28,79.75,9.81,40.76,False,borderless,106.23,83.91,67.27,85.81,38.96,48.74,7852,104.63,110.57,89.38,101.53,21.19,55.5,7852,102.27,131.41,130.0,121.23,29.14,11.74,5629,10.46,10.46,10.46,10.46,0.0,47.08,5629
catalogue,white,Seeker of Skybreak [7ED],PsilosX,,,222126,Seeker of Skybreak [7ed 268],full,https://cdn.proxyprints.ca/images/google_drive/full/1teelx4aPOVzFZ9MKyCEmNVpk9QQChedO.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,raw,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Seeker of Skybreak [7ED],PsilosX,,,222126,Seeker of Skybreak [7ed 268],full,https://cdn.proxyprints.ca/images/google_drive/full/1teelx4aPOVzFZ9MKyCEmNVpk9QQChedO.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,production,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Seeker of Skybreak [7ED],PsilosX,,,222126,Seeker of Skybreak [7ed 268],full,https://cdn.proxyprints.ca/images/google_drive/full/1teelx4aPOVzFZ9MKyCEmNVpk9QQChedO.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,cardspace,18.98,21.81,14.93,18.57,6.88,30.95,False,borderless,6.19,7.67,4.53,6.13,3.14,16.15,7852,43.59,49.67,34.21,42.49,15.45,48.2,7852,16.16,17.76,13.97,15.97,3.79,38.64,5629,9.97,12.12,6.99,9.69,5.14,20.81,5629
catalogue,white,Plow Under (Normal) [8ED],PsilosX,,,228779,Plow Under [8ed 272],full,https://cdn.proxyprints.ca/images/google_drive/full/1tojY_YK-5p2X_4c-AJAvJ8xEfBX0y2RX.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,raw,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Plow Under (Normal) [8ED],PsilosX,,,228779,Plow Under [8ed 272],full,https://cdn.proxyprints.ca/images/google_drive/full/1tojY_YK-5p2X_4c-AJAvJ8xEfBX0y2RX.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,production,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Plow Under (Normal) [8ED],PsilosX,,,228779,Plow Under [8ed 272],full,https://cdn.proxyprints.ca/images/google_drive/full/1tojY_YK-5p2X_4c-AJAvJ8xEfBX0y2RX.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,cardspace,57.25,77.56,60.45,65.09,20.31,54.76,False,borderless,71.35,99.73,75.88,82.32,28.38,48.95,7852,79.16,109.84,83.95,90.99,30.67,46.39,7852,53.26,75.44,56.75,61.82,22.18,54.03,5629,25.23,25.23,25.23,25.23,0.0,69.65,5629
catalogue,white,Rolling Earthquake [PTK],PsilosX,,,219755,Rolling Earthquake [ptk 122],full,https://cdn.proxyprints.ca/images/google_drive/full/1vi0SoqGqRm7P8iVeO8V5C4HqcxEnwye5.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,raw,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Rolling Earthquake [PTK],PsilosX,,,219755,Rolling Earthquake [ptk 122],full,https://cdn.proxyprints.ca/images/google_drive/full/1vi0SoqGqRm7P8iVeO8V5C4HqcxEnwye5.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,production,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
